,noticeID,wetland_type,impact_duration,impact_quantity,impact_unit,impact_type,impact_type_clean
4270,Notice_NO_1196,non-tidal forested wetland,permanent,4.3,acres,conversion to herbaceous wetlands,UNCATEGORIZED
4271,Notice_NO_1196,non-tidal herbaceous wetland,permanent,0.04,acres,discharge of fill material,LOSS
4272,Notice_NO_4234,wetland-cut ditch,unknown,0.041,acres,fill,LOSS
4273,Notice_NO_4232,bulkhead,unknown,2983.0,feet,construction,UNCATEGORIZED
4274,Notice_NO_4232,rock revetment,unknown,239.0,feet,repair,UNCATEGORIZED
4275,Notice_NO_4232,rip rap,unknown,,unknown,repair,UNCATEGORIZED
4276,Notice_NO_4232,rock revetment,unknown,107.0,feet,construction with plantings,UNCATEGORIZED
4277,Notice_NO_4232,rock revetment,unknown,994.0,feet,construction,UNCATEGORIZED
4278,Notice_NO_4232,rock revetment,unknown,346.0,feet,repair,UNCATEGORIZED
4279,Notice_NO_4232,rock revetment,unknown,3634.0,feet,construction,UNCATEGORIZED
4280,Notice_NO_4232,rock revetment,unknown,1335.0,feet,construction with 10 rock groins,UNCATEGORIZED
4281,Notice_NO_4231,unknown,unknown,1080.0,square feet,dock,UNCATEGORIZED
4282,Notice_NO_4233,wetland,unknown,33.15,acres,discharge clean fill material,LOSS
4283,Notice_NO_216,palustrine emergent wetland,temporary,8.75,acres,fill,LOSS
4284,Notice_NO_216,palustrine scrub shrub wetland,temporary,0.66,acres,fill,LOSS
4285,Notice_NO_216,palustrine forested wetland,temporary,3.33,acres,fill,LOSS
4286,Notice_NO_216,palustrine emergent wetland,permanent,50.2,acres,fill,LOSS
4287,Notice_NO_216,palustrine scrub shrub wetland,permanent,2.74,acres,fill,LOSS
4288,Notice_NO_216,palustrine forested wetland,permanent,190.44,acres,fill,LOSS
4289,Notice_NO_216,stream,permanent,0.03,acres,fill,LOSS
4290,Notice_NO_216,open water,permanent,0.07,acres,fill,LOSS
4291,Notice_NO_216,palustrine scrub shrub wetland,permanent,0.66,acres,conversion to PEM,UNCATEGORIZED
4292,Notice_NO_216,palustrine forested wetland,permanent,3.33,acres,conversion to PEM,UNCATEGORIZED
4293,Notice_NO_216,stream,permanent,0.07,acres,impact,LOSS
4294,Notice_NO_216,neches river,unknown,14.88,acres,dredge,UNCATEGORIZED
4295,Notice_NO_216,stream,permanent,0.07,acres,impact,LOSS
4296,Notice_NO_216,neches river,unknown,0.14,acres,install slope revetments and rip rap,UNCATEGORIZED
4297,Notice_NO_216,dock,unknown,2.94,cubic yards,dredge,UNCATEGORIZED
4298,Notice_NO_216,adjacent area,unknown,222.0,acres,fill,UNCATEGORIZED
4299,Notice_NO_4229,non-native dominated wetland,unknown,2.62,acres,loss,LOSS
4300,Notice_NO_4229,mangrove wetland,unknown,1.23,acres,loss,LOSS
4301,Notice_NO_4229,wetland waters of the u,unknown,1.87,acres,enhancement,BENEFIT
4302,Notice_NO_4230,unknown,unknown,5385.0,square feet,replace and expand docking facility,UNCATEGORIZED
4303,Notice_NO_4230,unknown,unknown,21.0,other,remove piles,UNCATEGORIZED
4304,Notice_NO_4230,unknown,unknown,6.0,other,replace pilings with mooring buoys,UNCATEGORIZED
4305,Notice_NO_4230,unknown,temporary,,unknown,install temporary floating turbidity barriers,UNCATEGORIZED
4306,Notice_NO_4226,jurisdictional wetland,unknown,12250.0,square feet,placement of clean fill material,LOSS
4307,Notice_NO_4227,jurisdictional wetland,unknown,6955.0,square feet,placement of clean fill material,LOSS
4308,Notice_NO_4228,c-11,unknown,19070.0,square feet,dredging,UNCATEGORIZED
4309,Notice_NO_4224,waters of the united state,unknown,0.23,acres,discharge clean fill material,LOSS
4310,Notice_NO_1856,unknown,unknown,40.0,other,construction,UNCATEGORIZED
4311,Notice_NO_1856,unknown,unknown,42.0,other,construction,UNCATEGORIZED
4312,Notice_NO_1856,unknown,unknown,17.0,other,construction,UNCATEGORIZED
4313,Notice_NO_1856,unknown,unknown,12.0,other,construction,UNCATEGORIZED
4314,Notice_NO_1856,unknown,unknown,0.1,acres,removal of previously placed fill,UNCATEGORIZED
4315,Notice_NO_1857,unvegetated waterbottom,unknown,0.009,acres,loss,LOSS
4316,Notice_NO_4223,seagrass habitat,unknown,7.2,acres,creation,UNCATEGORIZED
4317,Notice_NO_215,barge dock,unknown,1.0,other,remove and replace,UNCATEGORIZED
4318,Notice_NO_214,tarkington bayou mitigation banking instrument,unknown,,unknown,modify credit release schedule and financial assurances components,UNCATEGORIZED
4319,Notice_NO_4220,"non-forested, herbaceous wetland",unknown,2.39,acres,fill,LOSS
4320,Notice_NO_4220,surface water,unknown,0.082,acres,fill,LOSS
4321,Notice_NO_4220,storm water drainage feature,unknown,10.11,acres,fill,LOSS
4322,Notice_NO_4220,wetland,unknown,2.45,acres,secondary impacts,LOSS
4323,Notice_NO_4219,unknown,unknown,33.0,other,add dock,UNCATEGORIZED
4324,Notice_NO_4221,wetlands and surface water,unknown,17.36,acres,fill,LOSS
4325,Notice_NO_4222,dock,unknown,,other,remove,UNCATEGORIZED
4326,Notice_NO_4222,fill,unknown,215.0,cubic yards,place,UNCATEGORIZED
4327,Notice_NO_4222,area,unknown,1840.0,feet,install seawall,UNCATEGORIZED
4328,Notice_NO_4222,seawall,unknown,107.0,feet,install,UNCATEGORIZED
4329,Notice_NO_4222,backfill,unknown,,unknown,associated,UNCATEGORIZED
4330,Notice_NO_4222,dock,unknown,8.0,feet,construct marginal dock,UNCATEGORIZED
4331,Notice_NO_4222,boat lift,unknown,17000.0,other,install,UNCATEGORIZED
4332,Notice_NO_4222,floating turbidity barrier,unknown,,unknown,install,UNCATEGORIZED
4333,Notice_NO_4218,"laars a, b and c",unknown,,unknown,deployment of heavy gauge ferrous and aluminum alloy metal-hulled vessels,UNCATEGORIZED
4334,Notice_NO_1195,perennial stream,unknown,70.0,feet,piped,UNCATEGORIZED
4335,Notice_NO_1195,forested wetland,unknown,0.15,acres,filled,LOSS
4336,Notice_NO_1195,wetland,unknown,0.07,acres,filled,LOSS
4337,Notice_NO_1195,wetland,unknown,0.03,acres,filled,LOSS
4338,Notice_NO_1195,wetland,unknown,0.05,acres,filled,LOSS
4339,Notice_NO_1855,bottomland hardwood wetland,unknown,459.4,acres,restoration,BENEFIT
4340,Notice_NO_4217,tidal forested wetland,unknown,1.96,acres,fill,LOSS
4341,Notice_NO_4217,tidal forested wetland,unknown,0.96,acres,preservation,BENEFIT
4342,Notice_NO_4217,tidal forested wetland,unknown,300.0,square feet,creation,BENEFIT
4343,Notice_NO_4216,wetland,unknown,5.34,acres,fill,LOSS
4344,Notice_NO_4215,wetland,unknown,350.12,acres,loss,LOSS
4345,Notice_NO_4215,other wotu,unknown,4.39,acres,loss,UNCATEGORIZED
4346,Notice_NO_4215,offsite water,unknown,0.25,acres,loss,LOSS
4347,Notice_NO_4215,wetland,unknown,93.43,acres,excavation,LOSS
4348,Notice_NO_1853,palustrine forested (pfo),permanent,12.0,acres,excavation and filling activities,LOSS
4349,Notice_NO_1852,jurisdictional wetland,unknown,10.184,acres,loss,LOSS
4350,Notice_NO_1851,jurisdictional wetland,unknown,0.674,acres,direct loss,LOSS
4351,Notice_NO_1851,jurisdictional waters of the u,unknown,0.691,acres,direct loss,LOSS
4352,Notice_NO_1854,unknown,unknown,2.1,acres,loss,UNCATEGORIZED
4353,Notice_NO_1850,riparian wetland,permanent,0.032,acres,excavation operations,LOSS
4354,Notice_NO_1850,existing farmland,permanent,0.09,acres,levee bolstering,UNCATEGORIZED
4355,Notice_NO_1850,other water,permanent,0.1,acres,unknown,UNCATEGORIZED
4356,Notice_NO_1850,existing farmland,temporary,0.04,acres,temporary work spaces,UNCATEGORIZED
4357,Notice_NO_4213,wetland,unknown,0.27,acres,fill,LOSS
4358,Notice_NO_213,san bernard river,unknown,506.0,feet,decommission,UNCATEGORIZED
4359,Notice_NO_4214,waters of the united state,unknown,0.07,acres,fill,LOSS
4360,Notice_NO_1849,non-wetland water,temporary,0.66,acres,loss,LOSS
4361,Notice_NO_4210,waters of the united state,unknown,1.72,acres,widen,UNCATEGORIZED
4362,Notice_NO_4212,saltmarsh gra,unknown,0.02,acres,open water impact within a manmade dredged canal,UNCATEGORIZED
4363,Notice_NO_4211,unknown,unknown,,unknown,unknown,UNCATEGORIZED
4364,Notice_NO_4209,palustrine forested wetland,unknown,5.53,acres,fill,LOSS
4365,Notice_NO_4207,herbaceous wetland,unknown,1.76,acres,fill,LOSS
4366,Notice_NO_4207,forested,unknown,0.15,acres,fill,LOSS
4367,Notice_NO_4207,herbaceous wetland,unknown,0.71,acres,indirect impact,LOSS
4368,Notice_NO_4207,forested,unknown,0.17,acres,indirect impact,LOSS
4369,Notice_NO_1847,jurisdictional wetlands and/or waterbottom,unknown,1.2,acres,loss,LOSS
4370,Notice_NO_1846,jurisdictional wetland,temporary,37.58,acres,loss,LOSS
4371,Notice_NO_1846,jurisdictional wetland,permanent,11.73,acres,conversion,UNCATEGORIZED
4372,Notice_NO_1848,jurisdictional forested wetland,unknown,0.02,acres,unauthorized clearing,LOSS
4373,Notice_NO_1848,wetland,unknown,0.02,acres,fill for expansion of a new shop pad,LOSS
4374,Notice_NO_1848,waters of the u.s.,unknown,0.07,acres,"installation of bulkhead, deck, boathouse, and backfill",UNCATEGORIZED
4375,Notice_NO_4208,mangrove wetland,unknown,0.157,acres,loss,LOSS
4376,Notice_NO_4206,jurisdictional water,unknown,0.32,acres,construction of a stormwater management facility,UNCATEGORIZED
4377,Notice_NO_4205,caloosahatchee river,unknown,3250.0,feet,riprap,UNCATEGORIZED
4378,Notice_NO_212,adjacent wetland,unknown,0.007,acres,fill,LOSS
4379,Notice_NO_4203,cypre,unknown,66.92,acres,restoration by rehabilitation,UNCATEGORIZED
4380,Notice_NO_4203,hydric pine flatwood,unknown,3.13,acres,restoration by rehabilitation,UNCATEGORIZED
4381,Notice_NO_4203,freshwater marsh,unknown,50.25,acres,enhancement,BENEFIT
4382,Notice_NO_1845,unknown,unknown,1400.0,cubic yards,native earthen fill material,UNCATEGORIZED
4383,Notice_NO_1845,unknown,unknown,100.0,cubic yards,hauled-in earthen fill material,UNCATEGORIZED
4384,Notice_NO_1845,unknown,unknown,480.0,cubic yards,sand,UNCATEGORIZED
4385,Notice_NO_1845,unknown,unknown,480.0,cubic yards,rock/limestone,UNCATEGORIZED
4386,Notice_NO_1845,unknown,unknown,62.0,cubic yards,concrete,UNCATEGORIZED
4387,Notice_NO_1844,jurisdictional wetland,unknown,9.394,acres,loss,LOSS
4388,Notice_NO_210,dredge material placement areas (dmpas),unknown,4.0,other,add,UNCATEGORIZED
4389,Notice_NO_210,mechanical silt blade maintenance dredging,unknown,98.0,acres,maintenance dredging,UNCATEGORIZED
4390,Notice_NO_211,agricultural field,unknown,60.0,acres,conversion,UNCATEGORIZED
4391,Notice_NO_211,"wous, including wetland",temporary,14.01,acres,trench and fill,LOSS
4392,Notice_NO_211,jurisdictional wou,permanent,17.33,acres,fill,LOSS
4393,Notice_NO_211,tidal flat,temporary,10.64,acres,fill,UNCATEGORIZED
4394,Notice_NO_211,black mangrove,unknown,0.45,acres,loss,UNCATEGORIZED
4395,Notice_NO_211,estuarine wetland,unknown,0.13,acres,loss,LOSS
4396,Notice_NO_4200,upland- cut drainage ditche,unknown,6.23,acres,loss,UNCATEGORIZED
4397,Notice_NO_4201,mangrove,unknown,3640.0,square feet,removal,UNCATEGORIZED
4398,Notice_NO_4201,seagra,unknown,3170.0,square feet,removal,UNCATEGORIZED
4399,Notice_NO_4201,mangrove,unknown,6650.0,square feet,removal,UNCATEGORIZED
4400,Notice_NO_4202,wet pasteur,unknown,5.48,acres,discharge clean-fill material,UNCATEGORIZED
4401,Notice_NO_4202,other waters of the u.s.,unknown,4.83,acres,discharge clean-fill material,LOSS
4402,Notice_NO_4196,marina,unknown,52610.0,square feet,reconstruct/reconfigure,UNCATEGORIZED
4403,Notice_NO_4196,substrate,unknown,80225.0,square feet,maintenance dredging,UNCATEGORIZED
4404,Notice_NO_4197,wetland,unknown,32.87,acres,fill,LOSS
4405,Notice_NO_4197,other surface water,unknown,200.64,acres,fill,LOSS
4406,Notice_NO_4197,wetland,unknown,11.11,acres,excavation,LOSS
4407,Notice_NO_4198,existing vegetation,unknown,26.0,acres,mechanically clear,UNCATEGORIZED
4408,Notice_NO_4199,estuarine marsh and open water,unknown,0.05,acres,loss,LOSS
4409,Notice_NO_1841,forested wetland,permanent,2.23,acres,"clearing, mulching, and fill operations",LOSS
4410,Notice_NO_1841,forested wetland,unknown,1.71,acres,clearing and wood chip disposal operations,LOSS
4411,Notice_NO_1841,forested wetland,unknown,0.91,acres,avoided,UNCATEGORIZED
4412,Notice_NO_1842,jurisdictional wetland,unknown,1.97,acres,loss,LOSS
4413,Notice_NO_1842,jurisdictional water,unknown,0.02,acres,loss,LOSS
4414,Notice_NO_1843,forested wetland,permanent,2.05,acres,loss,LOSS
4415,Notice_NO_1843,open water,permanent,0.01,acres,loss,LOSS
4416,Notice_NO_1843,wetland,unknown,0.75,acres,avoided,UNCATEGORIZED
4417,Notice_NO_4903,wetlands/open water,unknown,3282.0,square feet,loss,LOSS
4418,Notice_NO_4195,spit,unknown,25000.0,cubic yards,dredging,UNCATEGORIZED
4419,Notice_NO_4195,canal 1a,unknown,500.0,cubic yards,dredging,UNCATEGORIZED
4420,Notice_NO_4194,jurisdictional wetland,unknown,3.64,acres,fill,LOSS
4421,Notice_NO_1194,open water,unknown,4.6,acres,fill,LOSS
4422,Notice_NO_1194,open water,unknown,3.1,acres,beach area,UNCATEGORIZED
4423,Notice_NO_1194,open water,unknown,1.5,acres,installation of protective groin and breakwater structures,UNCATEGORIZED
4424,Notice_NO_1194,tidal marsh,unknown,160.0,feet,new boardwalk,UNCATEGORIZED
4425,Notice_NO_209,unvegetated water bottom,unknown,3.56,acres,dredged,LOSS
4426,Notice_NO_4191,palustrine-forested wetland,unknown,8.69,acres,discharge clean-fill material,LOSS
4427,Notice_NO_4191,other waters of the u.s.,unknown,10.03,acres,discharge clean-fill material,LOSS
4428,Notice_NO_4193,waters of the united state,unknown,0.24,acres,fill,LOSS
4429,Notice_NO_4192,unknown,unknown,,unknown,removal,UNCATEGORIZED
4430,Notice_NO_4192,unknown,unknown,31.0,other,construction,UNCATEGORIZED
4431,Notice_NO_4192,unknown,unknown,31.0,unknown,fill in gap,UNCATEGORIZED
4432,Notice_NO_4192,unknown,unknown,,unknown,demolition and removal,UNCATEGORIZED
4433,Notice_NO_4192,unknown,unknown,,unknown,addition,UNCATEGORIZED
4434,Notice_NO_4192,unknown,unknown,2.0,unknown,extend,UNCATEGORIZED
4435,Notice_NO_4192,unknown,unknown,6000.0,unknown,place,UNCATEGORIZED
4436,Notice_NO_4192,unknown,unknown,1500.0,unknown,place,UNCATEGORIZED
4437,Notice_NO_4192,unknown,unknown,1120.0,unknown,place,UNCATEGORIZED
4438,Notice_NO_4192,unknown,unknown,90.0,unknown,below MLW,UNCATEGORIZED
4439,Notice_NO_4192,unknown,unknown,38.0,unknown,below MLW,UNCATEGORIZED
4440,Notice_NO_4192,unknown,unknown,950.0,unknown,construction,UNCATEGORIZED
4441,Notice_NO_4192,unknown,unknown,204.0,unknown,support,UNCATEGORIZED
4442,Notice_NO_4192,unknown,unknown,9975.0,other,construction,UNCATEGORIZED
4443,Notice_NO_4192,unknown,unknown,5.0,unknown,construction,UNCATEGORIZED
4444,Notice_NO_4192,unknown,unknown,19978.0,other,cover,UNCATEGORIZED
4445,Notice_NO_4192,unknown,unknown,27077.0,other,cover,UNCATEGORIZED
4446,Notice_NO_4190,freshwater wetland,unknown,10.0,acres,fill,LOSS
4447,Notice_NO_4189,palustrine forested wetland,unknown,0.71,acres,fill,LOSS
4448,Notice_NO_1840,bayou manchac,unknown,23.0,feet,extension,UNCATEGORIZED
4449,Notice_NO_2124,unknown,permanent,1.26,acres,loss,UNCATEGORIZED
4450,Notice_NO_4188,homosassa river,unknown,23.69,acres,suction dredge,UNCATEGORIZED
4451,Notice_NO_208,navigable water,unknown,,unknown,utility line removals,LOSS
4452,Notice_NO_4186,waters of the united state,unknown,119000.0,square feet,fill,LOSS
4453,Notice_NO_4186,waters of the united state,unknown,484.0,feet,installation of wooden T-dock,UNCATEGORIZED
4454,Notice_NO_4186,waters of the united state,unknown,2.0,other,installation,UNCATEGORIZED
4455,Notice_NO_4186,waters of the united state,all construction activities,,other,temporary installation,UNCATEGORIZED
4456,Notice_NO_1839,forested wetland,permanent,11.0,acres,clearing and filling operations,LOSS
4457,Notice_NO_1839,emergent wetland,temporary,14.6,acres,project implementation,UNCATEGORIZED
4458,Notice_NO_1839,non-wetland water,temporary,10.0,acres,project implementation,UNCATEGORIZED
4459,Notice_NO_1193,perennial stream,unknown,282.0,feet,unavoidable impacts,LOSS
4460,Notice_NO_1193,forested wetland,unknown,0.879,acres,unavoidable impacts,LOSS
4461,Notice_NO_1193,pond,unknown,1.14,acres,unavoidable impacts,UNCATEGORIZED
4462,Notice_NO_1193,wetland 1a,unknown,0.03,acres,discharge of clean fill,LOSS
4463,Notice_NO_1193,wetland 1a,unknown,0.1,acres,discharge of dredged material,LOSS
4464,Notice_NO_1193,wetland 1b,unknown,0.66,acres,discharge of clean fill,LOSS
4465,Notice_NO_1193,wetland 1b,unknown,0.05,acres,discharge of clean fill,LOSS
4466,Notice_NO_4187,wetland,unknown,380.0,cubic yards,fill,LOSS
4467,Notice_NO_4185,floating concrete dock,unknown,9681.0,square feet,install,UNCATEGORIZED
4468,Notice_NO_4185,marginal dock,unknown,1915.0,square feet,remain,UNCATEGORIZED
4469,Notice_NO_4184,unknown,unknown,296.0,cubic yards,dredge,UNCATEGORIZED
4470,Notice_NO_4184,unknown,unknown,210.0,feet,install new concrete seawall,UNCATEGORIZED
4471,Notice_NO_4184,unknown,unknown,2780.0,square feet,install articulated concrete mat,UNCATEGORIZED
4472,Notice_NO_4183,herbaceous freshwater wetland,unknown,2.18,acres,fill,LOSS
4473,Notice_NO_4183,herbaceous freshwater wetland,unknown,1.42,acres,excavation,LOSS
4474,Notice_NO_4183,surface water,unknown,17.1,acres,fill,LOSS
4475,Notice_NO_4183,wetland,unknown,3.61,acres,creation,BENEFIT
4476,Notice_NO_4182,wetland,unknown,7.2,acres,filling,LOSS
4477,Notice_NO_4182,irrigation and drainage ditche,unknown,4.2,acres,filling,UNCATEGORIZED
4478,Notice_NO_4182,onsite lake,unknown,10.8,acres,proposed,UNCATEGORIZED
4479,Notice_NO_4182,surface water,unknown,0.6,acres,remaining,UNCATEGORIZED
4480,Notice_NO_4182,wetland,unknown,1.0,acres,remaining,UNCATEGORIZED
4481,Notice_NO_1192,forested wetland,unknown,8.17,acres,fill,LOSS
4482,Notice_NO_4181,u.s. navigable water,unknown,,unknown,floating turbidity barriers,UNCATEGORIZED
4483,Notice_NO_4180,mangrove,unknown,50.0,cubic yards,additional rip rap,UNCATEGORIZED
4484,Notice_NO_4180,mangrove,unknown,1926.0,square feet,dock construction,UNCATEGORIZED
4485,Notice_NO_4180,unknown,unknown,225.0,cubic yards,material removal,UNCATEGORIZED
4486,Notice_NO_1838,jurisdictional wetland,unknown,7.4,acres,loss,LOSS
4487,Notice_NO_1838,non-wet area,unknown,134.3,acres,loss,UNCATEGORIZED
4488,Notice_NO_1838,non-vegetated waterbottom,unknown,52.2,acres,loss,LOSS
4489,Notice_NO_1837,forested wetland,unknown,0.88,acres,loss,LOSS
4490,Notice_NO_1837,other waters of the u.,unknown,0.11,acres,loss,LOSS
4491,Notice_NO_4179,bay,unknown,108.0,other,installation,UNCATEGORIZED
4492,Notice_NO_1191,"forested, emergent, and scrub shrub wetland",temporary,42.53,acres,loss,LOSS
4493,Notice_NO_1191,wetland,permanent,17.21,acres,modification,UNCATEGORIZED
4494,Notice_NO_1191,wetland,unknown,1.04,acres,fill,LOSS
4495,Notice_NO_1191,intermittent and perennial stream,temporary,22449.0,feet,loss,LOSS
4496,Notice_NO_207,unknown,unknown,185.0,feet,pier,UNCATEGORIZED
4497,Notice_NO_4177,wet slip,unknown,8.0,other,creation,UNCATEGORIZED
4498,Notice_NO_4177,marina,unknown,33294.0,square feet,increase in size,UNCATEGORIZED
4499,Notice_NO_4176,submerged land,unknown,90000.0,square feet,creation,UNCATEGORIZED
4500,Notice_NO_4176,dredge surface area,unknown,150000.0,square feet,creation,UNCATEGORIZED
4501,Notice_NO_4178,u.s. navigable water,unknown,,unknown,floating turbidity barriers,UNCATEGORIZED
4502,Notice_NO_202,red gully channel,unknown,5037.0,feet,fill material discharge,UNCATEGORIZED
4503,Notice_NO_202,red gully channel,unknown,5700.0,feet,re-establishment,UNCATEGORIZED
4504,Notice_NO_202,red gully channel,unknown,117.0,feet,width variation,UNCATEGORIZED
4505,Notice_NO_202,red gully channel,unknown,10.0,feet,width variation,UNCATEGORIZED
4506,Notice_NO_202,red gully channel,unknown,3000.0,feet,meander channel creation,UNCATEGORIZED
4507,Notice_NO_202,red gully channel,unknown,2.1,acres,retention pond creation,UNCATEGORIZED
4508,Notice_NO_202,meander channel,unknown,135.0,feet,width variation,UNCATEGORIZED
4509,Notice_NO_202,meander channel,unknown,12.0,feet,width variation,UNCATEGORIZED
4510,Notice_NO_202,meander channel,unknown,236.0,feet,width variation,UNCATEGORIZED
4511,Notice_NO_202,meander channel,unknown,14.0,feet,width variation,UNCATEGORIZED
4512,Notice_NO_202,retention pond,unknown,104.0,feet,width variation,UNCATEGORIZED
4513,Notice_NO_203,living shoreline,unknown,1.7,acres,modification,UNCATEGORIZED
4514,Notice_NO_204,tidal flat,unknown,0.16,acres,fill,UNCATEGORIZED
4515,Notice_NO_204,estuarine marsh,unknown,1.98,acres,fill,LOSS
4516,Notice_NO_204,palustrine wetland,unknown,0.192,acres,fill,LOSS
4517,Notice_NO_205,unknown,unknown,260.0,feet,pier,UNCATEGORIZED
4518,Notice_NO_206,unknown,unknown,100.0,feet,pier,UNCATEGORIZED
4519,Notice_NO_4174,freshwater forested wetland,unknown,0.58,acres,clear and fill,LOSS
4520,Notice_NO_4175,marina,unknown,65957.0,square feet,expansion,UNCATEGORIZED
4521,Notice_NO_2123,forested wetland,permanent,1.23,acres,loss,LOSS
4522,Notice_NO_1835,jurisdictional wetland,unknown,0.52,acres,direct loss,LOSS
4523,Notice_NO_1835,jurisdictional waters of the u,unknown,0.042,acres,direct loss,LOSS
4524,Notice_NO_2122,unknown,permanent,1.26,acres,loss,UNCATEGORIZED
4525,Notice_NO_4173,brazilian pepper and shoebutton ardisia dominated wetland,unknown,87.42,acres,restoration,BENEFIT
4526,Notice_NO_4173,adjacent pineland area,unknown,26.9,acres,enhancement,UNCATEGORIZED
4527,Notice_NO_1836,forested batture,unknown,0.07,acres,construction,UNCATEGORIZED
4528,Notice_NO_4172,waters of the united state,unknown,0.18,acres,fill material,LOSS
4529,Notice_NO_4172,mean high water line,unknown,4.0,feet,riprap,UNCATEGORIZED
4530,Notice_NO_1189,non-tidal forested wetland,permanent,7379.0,square feet,filling,LOSS
4531,Notice_NO_1189,tidal littoral fringe wetland,permanent,2178.0,square feet,excavation,LOSS
4532,Notice_NO_4171,salt marsh,unknown,0.044,acres,fill,LOSS
4533,Notice_NO_4170,freshwater wetland,unknown,3.03,acres,dredging/filling,LOSS
4534,Notice_NO_4170,estuarine wetland,unknown,1.36,acres,dredging/filling,LOSS
4535,Notice_NO_4170,other surface waters (osw),unknown,2.8,acres,dredging/filling,LOSS
4536,Notice_NO_4170,adjacent wetland,unknown,1.47,acres,potential secondary wetland impacts,LOSS
4537,Notice_NO_4170,estuarine wetland,temporary,1.21,acres,temporary wetland impacts resulting from construction activities,LOSS
4538,Notice_NO_1834,emergent wetland,permanent,0.32,acres,loss,LOSS
4539,Notice_NO_1834,forested wetland,permanent,0.19,acres,loss,LOSS
4540,Notice_NO_1834,pfo,permanent,0.5,acres,conversion,UNCATEGORIZED
4541,Notice_NO_1834,pem,temporary,,acres,impact,LOSS
4542,Notice_NO_1833,forested wetland,permanent,0.34,acres,loss,LOSS
4543,Notice_NO_1833,emergent wetland,permanent,0.53,acres,loss,LOSS
4544,Notice_NO_1832,jurisdictional wetland,unknown,8.81,acres,loss,LOSS
4545,Notice_NO_4168,floating dock,unknown,210.0,other,install,UNCATEGORIZED
4546,Notice_NO_4168,floating dock,unknown,42.0,other,install,UNCATEGORIZED
4547,Notice_NO_4168,plastic cube,unknown,,unknown,attach,UNCATEGORIZED
4548,Notice_NO_4168,stainless steel pipe,unknown,43.0,other,support,UNCATEGORIZED
4549,Notice_NO_4168,pvc pipe sleeve,unknown,,unknown,cover,UNCATEGORIZED
4550,Notice_NO_4168,concrete ballast,unknown,16.0,other,set,UNCATEGORIZED
4551,Notice_NO_4168,galvanized steel support chain,unknown,,unknown,attach,UNCATEGORIZED
4552,Notice_NO_4168,gangway,unknown,12.0,unknown,install,UNCATEGORIZED
4553,Notice_NO_4168,steel pipe,unknown,1.94,square feet,install,UNCATEGORIZED
4554,Notice_NO_4169,freshwater exotic wetland,unknown,0.28,acres,fill,LOSS
4555,Notice_NO_4169,tidal wetland,unknown,0.005,acres,fill,LOSS
4556,Notice_NO_4166,wetland,unknown,7.25,acres,fill,LOSS
4557,Notice_NO_4167,tidal mangrove wetland,unknown,4.21,acres,fill,LOSS
4558,Notice_NO_4167,non-wetland water,unknown,0.26,acres,fill,LOSS
4559,Notice_NO_4165,open water and/or sparsely vegetated near shore habitat,unknown,0.03,acres,loss,LOSS
4560,Notice_NO_4164,wetland,unknown,7.89,acres,fill,LOSS
4561,Notice_NO_4162,beach,unknown,2.5,acres,placement of sand,UNCATEGORIZED
4562,Notice_NO_4163,unknown,unknown,1105.0,square feet,install concret e marginal dock,UNCATEGORIZED
4563,Notice_NO_4163,unknown,unknown,8.0,other,install concrete retaining wall,UNCATEGORIZED
4564,Notice_NO_4163,unknown,unknown,28.0,other,install concrete supporting piles,UNCATEGORIZED
4565,Notice_NO_4163,unknown,unknown,45.0,cubic yards,backfill material,UNCATEGORIZED
4566,Notice_NO_4163,unknown,unknown,15000.0,other,install elevator boatlift,UNCATEGORIZED
4567,Notice_NO_4163,unknown,unknown,2.0,other,associated with boatlift,UNCATEGORIZED
4568,Notice_NO_4161,forested -freshwater wetland,unknown,2.84,acres,discharge clean fill material,LOSS
4569,Notice_NO_1830,wetland,permanent,12.35,acres,loss,LOSS
4570,Notice_NO_1830,temporary wetland,temporary,4.06,acres,loss,LOSS
4571,Notice_NO_1830,unvegetated waterbottom,unknown,5.27,acres,loss,LOSS
4572,Notice_NO_1830,encompassed wetland,unknown,41.81,acres,loss,LOSS
4573,Notice_NO_4160,taylor creek and the indian river lagoon,unknown,12.17,acres,muck removal,UNCATEGORIZED
4574,Notice_NO_1829,jurisdictional wetlands and waterbottom,temporary,44.3,acres,loss,LOSS
4575,Notice_NO_1831,emergent wetland,unknown,1.9,acres,loss,LOSS
4576,Notice_NO_4159,palustrine forested wetland,unknown,5.25,acres,fill,LOSS
4577,Notice_NO_4158,palustrine forested wetland,unknown,0.69,acres,fill,LOSS
4578,Notice_NO_4155,wetland,unknown,0.262,acres,fill,LOSS
4579,Notice_NO_199,gulf intracoastal waterway,unknown,381327.0,cubic yards,hydraulic dredging,UNCATEGORIZED
4580,Notice_NO_199,espiritu santo bay,unknown,113560.0,cubic yards,hydraulic dredging,UNCATEGORIZED
4581,Notice_NO_199,eastern and western usace dredged material placement areas (dmpas),unknown,65382.0,cubic yards,material placement,UNCATEGORIZED
4582,Notice_NO_199,dewberry and blackberry island,unknown,65382.0,cubic yards,material placement,UNCATEGORIZED
4583,Notice_NO_199,matagorda island,unknown,48178.0,cubic yards,material placement,UNCATEGORIZED
